NLC,TLC,Station Name,Region,Local Authority,Constituency,OS Grid Easting,OS Grid Northing,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,SRS Code,SRS Description,NR Route,CRP Line Designation,Entries & Exits_Full,Entries & Exits_Reduced,Entries & Exits_Season,1718 Entries & Exits,1617 Entries & Exits,1718 Interchanges,1718 Entries & Exits - GB rank,1617 Entries & Exits - GB rank,Large station change flag,Small station change flag,% Change,Explanation of large change 1718,Source for explanation of large change 1718
6021,PAL,Palmers Green,London,Enfield (London),"Enfield, Southgate",530915,192745,Govia Thameslink Railway,,,London Travelcard Area Station,G.03,Hertford Loop,London North East and East Midlands,," 	627,722 "," 	712,360 "," 	673,610 "," 	2,013,692 "," 	1,912,628 ",, 	287 , 	302 ,0,0,5.3%,,
6024,WIH,Winchmore Hill,London,Enfield (London),"Enfield, Southgate",531530,194500,Govia Thameslink Railway,,,London Travelcard Area Station,G.03,Hertford Loop,London North East and East Midlands,," 	586,014 "," 	591,356 "," 	624,090 "," 	1,801,460 "," 	1,690,236 ",, 	328 , 	348 ,0,0,6.6%,,
6025,AAP,Alexandra Palace,London,Haringey (London),Hornsey and Wood Green,530295,190460,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	484,960 "," 	740,092 "," 	544,684 "," 	1,769,736 "," 	1,621,664 "," 	53,312 ", 	335 , 	361 ,0,0,9.1%,,
6027,BOP,Bowes Park,London,Haringey (London),Hornsey and Wood Green,530245,191470,Govia Thameslink Railway,,,London Travelcard Area Station,G.03,Hertford Loop,London North East and East Midlands,," 	165,986 "," 	138,422 "," 	559,178 "," 	863,586 "," 	869,578 ",, 	623 , 	611 ,0,0,-0.7%,,
6028,GDH,Gordon Hill,London,Enfield (London),Enfield North,531880,197780,Govia Thameslink Railway,,,London Travelcard Area Station,A.07,Dartford Lines to Gravesend and Hayes Branch,London North East and East Midlands,," 	473,618 "," 	484,736 "," 	509,094 "," 	1,467,448 "," 	1,313,474 ",, 	390 , 	432 ,1,0,11.7%,,
6029,GPK,Grange Park,London,Enfield (London),"Enfield, Southgate",531750,195470,Govia Thameslink Railway,,,London Travelcard Area Station,G.03,Hertford Loop,London North East and East Midlands,," 	166,232 "," 	163,008 "," 	99,074 "," 	428,314 "," 	400,018 ",, 	976 , 	999 ,0,0,7.1%,,
6075,HDW,Hadley Wood,London,Enfield (London),"Enfield, Southgate",526225,198210,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	133,216 "," 	142,578 "," 	125,680 "," 	401,474 "," 	391,718 ",," 	1,012 "," 	1,014 ",0,0,2.5%,,
6119,FPK,Finsbury Park,London,Islington (London),Islington North,531358,186746,Govia Thameslink Railway,,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	1,764,910 "," 	2,724,680 "," 	2,291,682 "," 	6,781,272 "," 	7,032,726 "," 	1,744,898 ", 	71 , 	70 ,0,0,-3.6%,,
6121,KGX,King's Cross,London,Camden (London),Holborn and St. Pancras,530300,183000,Network Rail,LONDON BR,,London Travelcard Area Station,G.01,Kings Cross - Peterborough,London North East and East Midlands,," 	5,215,936 "," 	20,947,808 "," 	7,741,014 "," 	33,904,758 "," 	33,816,396 "," 	4,686,512 ", 	10 , 	9 ,0,0,0.3%,,
6810,BMD,Brimsdown,London,Enfield (London),Enfield North,536315,197035,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	292,790 "," 	310,624 "," 	366,334 "," 	969,748 "," 	1,044,968 ",, 	573 , 	533 ,0,0,-7.2%,,
6815,ENL,Enfield Lock,London,Enfield (London),Enfield North,536427,198745,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	417,752 "," 	483,752 "," 	410,630 "," 	1,312,134 "," 	1,396,528 ",, 	434 , 	407 ,0,0,-6.0%,,
6819,PON,Ponders End,London,Enfield (London),Edmonton,536060,195545,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	171,122 "," 	197,854 "," 	194,996 "," 	563,972 "," 	563,314 ",, 	829 , 	815 ,0,0,0.1%,,
6867,HAC,Hackney Downs,London,Hackney (London),Hackney South and Shoreditch,534555,185100,London Overground,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	1,057,700 "," 	1,798,456 "," 	1,113,456 "," 	3,969,612 "," 	3,901,394 "," 	2,815,885 ", 	130 , 	132 ,0,0,1.7%,,
6874,CTH,Chadwell Heath,London,Redbridge (London),Ilford South,547650,187610,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	1,136,262 "," 	1,352,308 "," 	1,266,604 "," 	3,755,174 "," 	3,883,758 ",, 	141 , 	133 ,0,0,-3.3%,,
6876,FOG,Forest Gate,London,Newham (London),West Ham,540458,185335,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	612,812 "," 	967,110 "," 	1,254,812 "," 	2,834,734 "," 	3,207,020 ",, 	204 , 	168 ,1,0,-11.6%,Engineering works in 2017-18,http://www.crossrail.co.uk/route/eastern-section/forest-gate-station
6877,GDP,Gidea Park,London,Havering (London),Romford,552940,189310,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	976,048 "," 	831,274 "," 	903,814 "," 	2,711,136 "," 	2,797,104 ", 	140 , 	215 , 	205 ,0,0,-3.1%,,
6878,GMY,Goodmayes,London,Redbridge (London),Ilford South,546400,187300,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	897,580 "," 	1,118,750 "," 	1,528,480 "," 	3,544,810 "," 	3,845,200 ",, 	151 , 	135 ,0,0,-7.8%,,
6879,HRO,Harold Wood,London,Havering (London),Hornchurch and Upminster,554785,190575,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	918,960 "," 	939,626 "," 	1,071,134 "," 	2,929,720 "," 	2,973,440 ",, 	198 , 	194 ,0,0,-1.5%,,
6881,IFD,Ilford,London,Redbridge (London),Ilford South,543570,186500,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	1,870,364 "," 	2,854,204 "," 	2,954,696 "," 	7,679,264 "," 	8,121,754 "," 	16,814 ", 	63 , 	56 ,0,0,-5.4%,,
6883,MNP,Manor Park,London,Newham (London),East Ham,541973,185716,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	382,924 "," 	577,204 "," 	640,952 "," 	1,601,080 "," 	2,373,788 ",, 	365 , 	244 ,1,0,-32.6%,Engineering works in 2017-18,http://www.crossrail.co.uk/route/eastern-section/manor-park-station
6886,RMF,Romford,London,Havering (London),Romford,551389,188476,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	2,555,982 "," 	3,420,468 "," 	2,726,322 "," 	8,702,772 "," 	8,833,544 "," 	731,399 ", 	49 , 	47 ,0,0,-1.5%,,
6893,SVK,Seven Kings,London,Redbridge (London),Ilford South,545455,187100,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	822,236 "," 	1,084,610 "," 	1,052,938 "," 	2,959,784 "," 	3,099,284 ",, 	192 , 	174 ,0,0,-4.5%,,
6909,AGR,Angel Road,London,Enfield (London),Edmonton,535200,192200,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	14,104 "," 	7,350 "," 	11,484 "," 	32,938 "," 	33,544 ",," 	2,112 "," 	2,097 ",0,0,-1.8%,,
6913,BHK,Bush Hill Park,London,Enfield (London),Edmonton,533700,195400,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	378,640 "," 	427,324 "," 	290,740 "," 	1,096,704 "," 	1,037,808 ",, 	516 , 	535 ,0,0,5.7%,,
6914,CHI,Chingford,London,Waltham Forest (London),Chingford and Woodford Green,539200,194610,London Overground,,,London Travelcard Area Station,D.04,Chingford Branch,Anglia,," 	649,966 "," 	848,698 "," 	586,782 "," 	2,085,446 "," 	2,063,184 ",, 	280 , 	284 ,0,0,1.1%,,
6919,HIP,Highams Park,London,Waltham Forest (London),Chingford and Woodford Green,538575,191840,London Overground,,,London Travelcard Area Station,D.04,Chingford Branch,Anglia,," 	775,790 "," 	868,608 "," 	859,452 "," 	2,503,850 "," 	2,358,214 ",, 	237 , 	246 ,0,0,6.2%,,
6926,CPT,Clapton,London,Hackney (London),Hackney North and Stoke Newington,534780,186540,London Overground,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	454,718 "," 	663,888 "," 	668,540 "," 	1,787,146 "," 	1,805,730 ",, 	330 , 	331 ,0,0,-1.0%,,
6927,LEB,Lea Bridge,London,Waltham Forest (London),Walthamstow,536176,187123,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	97,300 "," 	105,564 "," 	186,480 "," 	389,344 "," 	314,986 ",," 	1,024 "," 	1,143 ",1,0,23.6%,Opened in May 2016 - continued growth,http://www.disused-stations.org.uk/l/lea_bridge/index.shtml
6931,SVS,Seven Sisters,London,Haringey (London),Tottenham,533455,188800,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	2,077,734 "," 	3,343,698 "," 	2,747,566 "," 	8,168,998 "," 	7,986,706 "," 	9,966 ", 	58 , 	58 ,0,0,2.3%,,
6934,SKW,Stoke Newington,London,Hackney (London),Hackney North and Stoke Newington,533670,186910,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	353,216 "," 	526,972 "," 	448,664 "," 	1,328,852 "," 	1,367,018 ",, 	425 , 	413 ,0,0,-2.8%,,
6941,EDR,Edmonton Green,London,Enfield (London),Edmonton,534310,193570,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	913,996 "," 	1,415,068 "," 	1,308,872 "," 	3,637,936 "," 	3,659,568 "," 	26,372 ", 	148 , 	148 ,0,0,-0.6%,,
6947,SBU,Southbury,London,Enfield (London),Edmonton,534840,196230,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	273,022 "," 	465,112 "," 	247,042 "," 	985,176 "," 	939,482 ",, 	567 , 	580 ,0,0,4.9%,,
6951,TOM,Tottenham Hale,London,Haringey (London),Tottenham,534500,189500,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	2,853,132 "," 	3,043,080 "," 	2,275,192 "," 	8,171,404 "," 	7,939,000 "," 	365,900 ", 	57 , 	60 ,0,0,2.9%,,
6952,TUR,Turkey Street,London,Enfield (London),Enfield North,535130,198900,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	299,668 "," 	478,914 "," 	188,020 "," 	966,602 "," 	711,572 ",, 	576 , 	705 ,1,0,35.8%,Consistent increase since becoming part of the TfL Rail concession,https://tfl.gov.uk/info-for/media/press-releases/2015/may/fares
6953,WHC,Walthamstow Central,London,Waltham Forest (London),Walthamstow,537295,188975,London Overground,,,London Travelcard Area Station,D.04,Chingford Branch,Anglia,," 	1,152,516 "," 	1,673,198 "," 	1,532,458 "," 	4,358,172 "," 	4,020,830 ",, 	114 , 	127 ,0,0,8.4%,,
6954,WST,Wood Street,London,Waltham Forest (London),Walthamstow,538490,189415,London Overground,,,London Travelcard Area Station,D.04,Chingford Branch,Anglia,," 	419,748 "," 	584,486 "," 	405,846 "," 	1,410,080 "," 	1,317,360 ",, 	408 , 	428 ,0,0,7.0%,,
6956,WHL,White Hart Lane,London,Haringey (London),Tottenham,533690,191340,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	353,068 "," 	540,204 "," 	728,574 "," 	1,621,846 "," 	1,645,056 ",, 	363 , 	357 ,0,0,-1.4%,,
6958,BCV,Bruce Grove,London,Haringey (London),Tottenham,533795,190110,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	230,508 "," 	402,910 "," 	470,380 "," 	1,103,798 "," 	1,100,662 ",, 	514 , 	511 ,0,0,0.3%,,
6959,ENF,Enfield Town,London,Enfield (London),"Enfield, Southgate",532970,196550,London Overground,ENFIELD BR,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	664,658 "," 	941,286 "," 	693,110 "," 	2,299,054 "," 	2,222,200 ", 	885 , 	255 , 	265 ,0,0,3.5%,,
6961,BET,Bethnal Green,London,Tower Hamlets (London),Bethnal Green and Bow,534715,182340,London Overground,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	317,062 "," 	491,966 "," 	439,020 "," 	1,248,048 "," 	1,256,376 ",, 	454 , 	451 ,0,0,-0.7%,,
6962,CBH,Cambridge Heath,London,Tower Hamlets (London),Bethnal Green and Bow,534850,183240,London Overground,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	170,078 "," 	273,870 "," 	330,580 "," 	774,528 "," 	765,702 ",, 	674 , 	677 ,0,0,1.2%,,
6965,LST,Liverpool Street,London,City and County of the City of London,Cities of London and Westminster,533216,181641,Network Rail,LONDON BR,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	17,459,166 "," 	18,724,200 "," 	30,783,146 "," 	66,966,512 "," 	67,339,218 "," 	3,789,731 ", 	3 , 	3 ,0,0,-0.6%,,
6966,LOF,London Fields,London,Hackney (London),Hackney South and Shoreditch,534790,184260,London Overground,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	372,954 "," 	555,334 "," 	396,486 "," 	1,324,774 "," 	1,330,998 ",, 	428 , 	423 ,0,0,-0.5%,,
6967,REC,Rectory Road,London,Hackney (London),Hackney North and Stoke Newington,534010,186170,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	290,700 "," 	387,164 "," 	310,376 "," 	988,240 "," 	982,934 ",, 	566 , 	559 ,0,0,0.5%,,
6968,SMH,Stamford Hill,London,Hackney (London),Hackney North and Stoke Newington,533380,187930,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	128,566 "," 	220,122 "," 	194,252 "," 	542,940 "," 	579,230 ",, 	846 , 	802 ,0,0,-6.3%,,
6969,SRA,Stratford,London,Newham (London),West Ham,538557,184444,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	10,004,562 "," 	15,085,790 "," 	14,986,734 "," 	40,077,086 "," 	42,251,592 "," 	4,556,038 ", 	7 , 	7 ,0,0,-5.1%,,
6970,MYL,Maryland,London,Newham (London),West Ham,539183,184927,TfL Rail,,,London Travelcard Area Station,D.10,Liverpool Street - Shenfield,Anglia,," 	275,120 "," 	466,648 "," 	404,114 "," 	1,145,882 "," 	1,250,086 ",, 	492 , 	453 ,0,0,-8.3%,,
6971,NUM,Northumberland Park,London,Haringey (London),Tottenham,534875,191030,Greater Anglia,,,London Travelcard Area Station,D.01,Bethnal Green - Stansted Airport,Anglia,," 	86,534 "," 	79,484 "," 	214,758 "," 	380,776 "," 	437,410 ",," 	1,039 ", 	946 ,1,0,-12.9%,Fewer passengers due to Tottenham games played at Wembley,https://www.skysports.com/football/news/11675/10854713/tottenham-confirm-move-to-wembley-for-201718-season
6972,SLV,Silver Street,London,Enfield (London),Edmonton,533916,192420,London Overground,,,London Travelcard Area Station,D.02,Hackney Downs - Cheshunt / Enfield Town,Anglia,," 	461,706 "," 	674,576 "," 	551,254 "," 	1,687,536 "," 	1,580,616 ",, 	351 , 	370 ,0,0,6.8%,,
6973,SJS,St.James' Street,London,Waltham Forest (London),Walthamstow,536393,188735,London Overground,,,London Travelcard Area Station,D.04,Chingford Branch,Anglia,," 	284,612 "," 	431,686 "," 	416,044 "," 	1,132,342 "," 	1,159,376 ",, 	502 , 	487 ,0,0,-2.3%,,
6977,HKC,Hackney Central,London,Hackney (London),Hackney South and Shoreditch,534890,184925,London Overground,,,London Travelcard Area Station,E.03,Gospel Oak - Stratford,Anglia,," 	1,115,966 "," 	1,714,288 "," 	1,474,978 "," 	4,305,232 "," 	4,829,020 "," 	3,435,906 ", 	117 , 	102 ,1,0,-10.8%,Consistent increase at Hackney Downs since becoming part of the London Overground Concession in 2015. Subsequent reduction at Hackney Central and Dalston Kingsland,https://tfl.gov.uk/info-for/media/press-releases/2015/may/fares
6978,HKW,Hackney Wick,London,Hackney (London),Hackney South and Shoreditch,537060,184572,London Overground,,,London Travelcard Area Station,E.03,Gospel Oak - Stratford,Anglia,," 	556,404 "," 	1,013,708 "," 	616,236 "," 	2,186,348 "," 	2,140,198 ", 	269 , 	272 , 	272 ,0,0,2.2%,,
6979,HMN,Homerton,London,Hackney (London),Hackney South and Shoreditch,535840,184940,London Overground,,,London Travelcard Area Station,E.03,Gospel Oak - Stratford,Anglia,," 	1,256,422 "," 	1,889,528 "," 	1,374,734 "," 	4,520,684 "," 	4,815,576 ",, 	108 , 	103 ,0,0,-6.1%,,
7090,LHR,Heathrow Terminals 2 & 3,London,Hillingdon (London),Hayes and Harlington,507453,175848,Heathrow Express,,,London Travelcard Area Station,,,,,:,:,:,:,:,:,:,:,:,:,:,,
7091,HAF,Heathrow Terminal 4,London,Hillingdon (London),Hayes and Harlington,508100,174400,Heathrow Express,,,London Travelcard Area Station,,,,,:,:,:,:,:,:,:,:,:,:,:,,
7222,SFA,Stratford International,London,Newham (London),West Ham,538175,184760,Southeastern,,,London Travelcard Area Station,n/a,HS1,South East,," 	513,690 "," 	1,418,382 "," 	626,784 "," 	2,558,856 "," 	2,135,940 ",, 	229 , 	273 ,1,0,19.8%,,
7400,BHO,Blackhorse Road,London,Waltham Forest (London),Walthamstow,535800,189345,London Underground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	343,506 "," 	546,086 "," 	538,804 "," 	1,428,396 "," 	774,220 ",, 	397 , 	674 ,1,0,84.5%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7401,HRY,Harringay Green Lanes,London,Haringey (London),Tottenham,531885,188193,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	166,408 "," 	264,890 "," 	291,566 "," 	722,864 "," 	408,558 ",, 	705 , 	993 ,1,0,76.9%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7402,LEM,Leyton Midland Road,London,Waltham Forest (London),Leyton and Wanstead,538150,187530,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	191,070 "," 	275,892 "," 	328,274 "," 	795,236 "," 	286,620 ",, 	663 ," 	1,193 ",1,0,177.5%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7403,LER,Leytonstone High Road,London,Waltham Forest (London),Leyton and Wanstead,539310,186875,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	141,752 "," 	208,200 "," 	220,602 "," 	570,554 "," 	210,496 ",, 	820 ," 	1,353 ",1,0,171.1%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7404,STO,South Tottenham,London,Haringey (London),Tottenham,533680,188595,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	156,698 "," 	254,314 "," 	337,746 "," 	748,758 "," 	409,534 ",, 	688 , 	991 ,1,0,82.8%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7406,CRH,Crouch Hill,London,Islington (London),Islington North,530585,187505,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	127,494 "," 	171,548 "," 	170,748 "," 	469,790 "," 	284,672 ",, 	920 ," 	1,202 ",1,0,65.0%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7407,WMW,Walthamstow Queens Road,London,Waltham Forest (London),Walthamstow,537020,188810,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	129,416 "," 	174,684 "," 	196,668 "," 	500,768 "," 	218,732 ",, 	888 ," 	1,339 ",1,0,128.9%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7408,WNP,Wanstead Park,London,Newham (London),West Ham,540580,185590,London Overground,,,London Travelcard Area Station,E.04,Gospel Oak - Woodgrange Park,Anglia,," 	119,728 "," 	198,396 "," 	245,062 "," 	563,186 "," 	212,572 "," 	9,494 ", 	831 ," 	1,349 ",1,0,164.9%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7440,DDK,Dagenham Dock,London,Barking and Dagenham (London),Barking,548975,182980,c2c,,,London Travelcard Area Station,F.02,Tilbury Loop,Anglia,," 	140,088 "," 	143,744 "," 	117,994 "," 	401,826 "," 	389,204 ",," 	1,011 "," 	1,018 ",0,0,3.2%,,
7454,RNM,Rainham (Essex),London,Havering (London),Dagenham and Rainham,552095,182030,c2c,,,London Travelcard Area Station,F.02,Tilbury Loop,Anglia,," 	619,132 "," 	613,308 "," 	523,684 "," 	1,756,124 "," 	1,772,180 ",, 	340 , 	337 ,0,0,-0.9%,,
7464,UPM,Upminster,London,Havering (London),Hornchurch and Upminster,556130,186870,c2c,,,London Travelcard Area Station,F.01,Fenchurch Street - Shoeburyness,Anglia,," 	2,093,912 "," 	2,405,818 "," 	1,462,672 "," 	5,962,402 "," 	5,984,006 "," 	1,002,504 ", 	82 , 	83 ,0,0,-0.4%,,
7467,WGR,Woodgrange Park,London,Newham (London),East Ham,541850,185355,London Overground,,,London Travelcard Area Station,E.05,Forest Gate Jcn - Barking,Anglia,," 	105,032 "," 	162,956 "," 	245,606 "," 	513,594 "," 	196,244 ",, 	874 ," 	1,396 ",1,0,161.7%,Gospel Oak to Barking Line reopened January 2018,https://www.networkrail.co.uk/running-the-railway/our-routes/anglia/gospel-oak-barking-electrification/
7473,EMP,Emerson Park,London,Havering (London),Hornchurch and Upminster,553965,187865,London Overground,,,London Travelcard Area Station,D.17,Upminster Branch,Anglia,," 	147,462 "," 	75,606 "," 	84,520 "," 	307,588 "," 	277,678 ",," 	1,157 "," 	1,213 ",1,0,10.8%,,
7474,WEH,West Ham,London,Newham (London),West Ham,539210,182970,London Underground,,,London Travelcard Area Station,F.01,Fenchurch Street - Shoeburyness,Anglia,," 	2,993,762 "," 	4,010,072 "," 	3,550,146 "," 	10,553,980 "," 	10,629,626 "," 	11,518 ", 	40 , 	40 ,0,0,-0.7%,,
7490,FST,Fenchurch Street,London,City and County of the City of London,Cities of London and Westminster,533410,180940,c2c,LONDON BR,,London Travelcard Area Station,F.01,Fenchurch Street - Shoeburyness,Anglia,," 	6,024,116 "," 	3,818,622 "," 	8,555,816 "," 	18,398,554 "," 	18,526,232 "," 	887,760 ", 	24 , 	24 ,0,0,-0.7%,,
7491,LHS,Limehouse,London,Tower Hamlets (London),Poplar and Limehouse,536120,181111,c2c,,,London Travelcard Area Station,F.01,Fenchurch Street - Shoeburyness,Anglia,," 	1,290,746 "," 	754,080 "," 	1,460,622 "," 	3,505,448 "," 	3,439,218 ",, 	152 , 	154 ,0,0,1.9%,,
7492,BKG,Barking,London,Barking and Dagenham (London),Barking,544410,184340,c2c,,,London Travelcard Area Station,F.01,Fenchurch Street - Shoeburyness,Anglia,," 	3,563,060 "," 	5,135,072 "," 	4,775,242 "," 	13,473,374 "," 	12,786,542 "," 	700,542 ", 	32 , 	32 ,0,0,5.4%,,
8875,WBP,West Brompton,London,Hammersmith and Fulham (London),Chelsea and Fulham,525380,178000,London Underground,,,London Travelcard Area Station,B.13,West London Line,Wessex,," 	1,409,982 "," 	2,111,856 "," 	1,727,994 "," 	5,249,832 "," 	5,226,416 ",, 	91 , 	94 ,0,0,0.4%,,
9586,IMW,Imperial Wharf,London,Hammersmith and Fulham (London),Chelsea and Fulham,526300,176675,London Overground,,,London Travelcard Area Station,B.13,West London Line,South East,," 	930,734 "," 	1,048,052 "," 	1,214,822 "," 	3,193,608 "," 	3,133,002 ",, 	170 , 	173 ,0,0,1.9%,,
9587,SPB,Shepherds Bush,London,Hammersmith and Fulham (London),Hammersmith,523799,179989,London Overground,,,London Travelcard Area Station,A.12,East Kent Routes,South East,," 	1,874,402 "," 	2,894,812 "," 	3,183,574 "," 	7,952,788 "," 	7,984,042 "," 	27,796 ", 	61 , 	59 ,0,0,-0.4%,,
9846,HWV,Heathrow Terminal 5,London,Hillingdon (London),Hayes and Harlington,504938,175645,Heathrow Express,,,London Travelcard Area Station,,,,,:,:,:,:,:,:,:,:,:,:,:,,
5348,BAD,Banstead,South East,Reigate and Banstead,Epsom and Ewell,524588,160432,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,," 	46,694 "," 	35,152 "," 	44,532 "," 	126,378 "," 	142,128 ",," 	1,614 "," 	1,554 ",1,0,-11.1%,,
5351,CAT,Caterham,South East,Tandridge,East Surrey,534120,155420,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	241,420 "," 	272,454 "," 	497,948 "," 	1,011,822 "," 	1,007,526 ",, 	555 , 	550 ,0,0,0.4%,,
5353,CHP,Chipstead,South East,Reigate and Banstead,Reigate,527685,158275,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	52,966 "," 	49,964 "," 	58,024 "," 	160,954 "," 	153,290 ",," 	1,505 "," 	1,519 ",0,0,5.0%,,
5361,EPD,Epsom Downs,South East,Reigate and Banstead,Epsom and Ewell,522806,159759,Govia Thameslink Railway,,,London Travelcard Area Station,B.08,South Central Sutton Lines,South East,," 	34,480 "," 	23,110 "," 	30,350 "," 	87,940 "," 	90,840 ",," 	1,784 "," 	1,759 ",0,0,-3.2%,,
5366,KND,Kingswood,South East,Reigate and Banstead,Reigate,524815,156585,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	75,932 "," 	69,440 "," 	82,614 "," 	227,986 "," 	266,616 ",," 	1,327 "," 	1,236 ",1,0,-14.5%,,
5386,TAD,Tadworth,South East,Reigate and Banstead,Reigate,523100,156200,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	84,202 "," 	82,114 "," 	93,374 "," 	259,690 "," 	253,504 ",," 	1,253 "," 	1,257 ",0,0,2.4%,,
5387,TAT,Tattenham Corner,South East,Reigate and Banstead,Epsom and Ewell,522590,158140,Govia Thameslink Railway,,,London Travelcard Area Station,B.11,Tattenham Corner and Caterham Lines,South East,," 	65,490 "," 	68,154 "," 	98,998 "," 	232,642 "," 	228,812 ",," 	1,316 "," 	1,319 ",0,0,1.7%,,
